ID,DATA_INICIO,DATA_FIM,VALOR_TOTAL,VALOR_EMPENHADO,DESCRICAO,STATUS,UF,MUNICIPIO,AREA,TIPO
14-80882-0,5/7/2014,31/12/2014,0,NA,"O PRESENTE INSTRUMENTO TEM POR OBJETO A GRADUAL TRANSFERÊNCIA,AO MUNICÍPIO DE CAMPINA GRANDE/PB,DE 10 (DEZ) CRECHES E PRÉ-ESCOLAS ESTADUAIS NELE GEOLOCALIZADAS,AS QUAIS AINDA SE ENCONTRAM SOB GESTÃO ADMINISTRATIVA E FINANCEIRA DO GOVERNO DO ESTADO DA PARAÍBA,CONFORME O TERMO DE AJUSTAMENTO DE CONDUTA Nº 03/2013.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80748-3,22/6/2014,31/1/2015,1190400,NA,"DESTINADO À CAPACITAÇÃO PROFISSIONAL NA FORMA DE ASSISTÊNCIA EDUCACIONAL DE 320 JOVENS DE BAIXA RENDA,EGRESSOS DO ENSINO MÉDIO NA REDE PÚBLICA DE ENSINO DO ESTADO DA PARAÍBA,ATRAVÉS DE CURSOS PROFISSIONALIZANTES DE NÍVEL TÉCNICO EM ELETRÔNICA,TELECOMUNICAÇÕES,INFORMÁTICA,SEGURANÇA DO TRABALHO,AGROECOLOGIA,TRANSAÇÕES IMOBILIÁRIAS,GUIA DE TURISMO,LOGÍSTICA,ENFERMAGWEM E EQUIPAMENTOS BIOMÉDICOS.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80702-5,28/5/2014,31/12/2014,104940,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO HORTENSIO DE SOUSA RIBEIRO,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80633-9,16/5/2014,31/12/2014,23562,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO IZABEL RODRIGUES DE MELO,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80574-0,1/5/2014,31/12/2014,39204,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO NENZINHA CUNHA LIMA,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80517-1,16/4/2014,14/4/2019,0,NA,"COOPERAÇÃO TÉCNICA ENTRE OS PARCEIROS ACIMA DESCRITOS,POR MEIO DA REALIZAÇÃO DE AÇÕES TÉCNICAS E ADMINISTRATIVAS PARA CRIAÇÃO E CONSTRUÇÃO DE UM NÚCLEO DE ESTUDOS E PRÁTICAS JURÍDICAS TRABALHISTAS  NEJUT,NO CENTRO DE CIÊNCIAS JURÍDICAS DA UEPB/CAMPUS I.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80497-2,9/8/2014,31/8/2014,200000,NA,"O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA ENTRE OS CONVENENTES VISANDO À PROMOÇÃO DE INCENTIVOS PARA INCREMENTAR AS VENDAS DO COMÉRCIO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE,ATRAVÉS DA REALIZAÇÃO DA CAMPANHA LIQUIDA CAMPINA 2014.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80473-5,8/4/2014,31/12/2014,146124,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO DR. ELPÍDIO DE ALMEIDA,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80472-7,8/4/2014,31/12/2014,44550,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO A SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO SEVERINO CABRAL,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80422-1,26/3/2014,18/3/2015,441960,NA,"REALIZAÇÃO DE ATENDIMENTO E ACOMPANHAMENTO EDUCACIONAL ESPECIALIZADO ÀS PESSOAS COM DEFICIÊNCIA,TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO,ALTAS HABILIDADES,SUPERDOTAÇÃO E ATENDIMENTO AOS TRANSTORNOS ESCOLARES ORIUNDOS DA REDE REGULAR DE ENSINO DO MUNICÍPIO DE CAMPINA GRANDE E REGIÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
14-80326-7,9/3/2014,31/3/2014,160000,NA,APOIO A REALIZAÇÃO DO 16 ENCONTRO PARA A CONSCIÊNCIA CRISTÃ.,NA,PB,CAMPINA GRANDE,NA,Convenio
14-80192-2,30/1/2014,28/2/2014,56000,NA,ABASTECIMENTO DE ÁGUA ATRAVÉS DA CONTRATAÇÃO DE CARRO PIPA.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-81080-4,25/4/2014,31/7/2014,184447.67,NA,"DESTINADO A REFORMA DO PISO DA ESCOLA DA CASA DO MENINO,NO MUNICÍPIO DE CAMPINA GRANDE - PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-81007-3,3/12/2013,21/11/2014,0,NA,"EXECUÇÃO DE SERVIÇOS DE EXTENSIONISMO MINERAL PARA APOIO À IMPLANTAÇÃO DOS PROJETOS VOLTADOS AO FORTALECIMENTO DO PEQUENO PRODUTOR MINERAL ORGANIZADO EM COOPERATIVAS E A PARCERIA ENTRE AS ALUDIDAS INSTITUIÇÕES,EM ATENDIMENTO AO PLANO DE TRABALHO DO ACORDO DE EMPRÉSTIMO FIRMADO ENTRE O GOVERNO DO ESTADO E O FIDA PARA IMPLEMENTAÇÃO DO PROCASE.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80999-7,30/11/2013,19/5/2014,21670,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO O DESENVOLVIMENTO DE AÇÕES DE INTEGRAÇÃO E VALORIZAÇÃO DAS PESSOAS VIVENDO COM HIV/AIDS NO ESTADO DA PARAÍBA,VISANDO AINDA CONTRIBUIR PARA MELHORIA DA QUALIDADE DE VIDA,RESGATE DA AUTOESTIMA E A SOCIALIZAÇÃO DAS PVHA,ALÉM DE PRESTAR ATENDIMENTO JURÍDICO,PSICOSSOCIAL E NUTRICIONAL,E MEDIAR CASOS DE VIOLAÇÃO DOS DIREITOS HUMANOS.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80984-9,27/11/2013,31/3/2014,21670,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO CONTRIBUIR PARA PROMOVER UMA INFÂNCIA DIGNA,POSSIBILITANDO A FORMAÇÃO DA CIDADANIA E MELHOR QUALIDADE DE VIDA ÀS 52 (CINQUENTA E DUAS) CRIANÇAS ADOLESCENTES VIVENDO E CONVIVENDO COM HIV/AIDS CADASTRADOS NO PROJETO CRESCENDO DE BEM COM A VIDA,ORIUNDAS DE MAIS DE 30 (TRINTA) MUNICÍPIOS DO ESTADO PARAIBANO",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80916-4,13/11/2013,5/11/2015,0,NA,"COMPLEMENTAÇÃO EDUCACIONAL E APRENDIZAGEM PROFISSIONAL,OBJETIVANDO ESTABELECER CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES OBRIGATÓRIOS E NÃO-OBRIGATÓRIOS PARA ALUNOS REGULARMENTE MATRICULADOS E COM EFETIVA FREQUÊNCIA NO(S) CURSO(S) DE GRADUAÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80913-0,9/11/2013,20/12/2013,6000,NA,REALIZAÇÃO DO VII FESTIVAL DE CINEMA COM FARINHA EDIÇÃO 2013,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80872-9,31/10/2013,31/1/2015,824500,NA,DESTINADO A AQUISIÇÃO DE MEDICAMENTOS PARA PACIENTES EM TRATAMENTO DE QUIMIOTERAPIA E PORTADORES DE PATOLOGIAS ONCOLÓGICAS ASSISTIDOS PELA INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80843-5,18/10/2013,15/11/2013,5000,NA,O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA ENTRE OS CONVENENTES VISANDO FOMENTAR O DESENVOLVIMENTO ECONÔMICO DA CIDADE DE CAMPINA GRANDE E REGIÃO ATRAVÉS DO APOIO AO EVENTO BRASIL DE SOLUÇÕES - CAPACITAÇÃO EMPRESARIAL CAMPINA GRANDE,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80834-6,10/10/2013,31/3/2016,90000,NA,"MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO ÀS CRIANÇAS E OS ADOLESCENTES EM REGIME DE SEMI-INTERNATO,PROVINDAS DE FAMÍLIAS QUE VIVEM PRATICAMENTE ABAIXO DA POBREZA DANDO OPORTUNIDADE DE CONTINUAR AS SUAS ATIVIDADES,PROMOVENDO O EXERCÍCIO DA CIDADANIA.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80817-6,2/10/2013,26/9/2014,0,NA,"PARCERIA TÉCNICO-PEDAGÓGICA OPERACIONAL,PARA REALIZAÇÃO DOS PROCESSOS DE SELEÇÃO DE CANDIDATOS AO CURSO DE FORMAÇÃO DE OFICIAIS BOMBEIROS MILITAR 2014.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80743-9,20/8/2013,31/12/2013,238000,NA,ABASTECIMENTO DE ÁGUA ATRAVÉS DA CONTRATAÇÃO DE CARRO PIPA.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80712-9,31/7/2013,31/12/2013,8000,NA,"O PRESENTE TERMO TEM OBJETIVO ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO O FORNECIMENTO O FORNECIMENTO DE ALIMENTADO ESCOLAR NA E.E.E.F.E DR HORTÊNCIO DE SOUSA RIBEIRO,EM DECORRÊNCIA DO PROGRAMA PBVEST.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80694-7,24/7/2013,28/2/2014,80000,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80686-6,23/7/2013,31/5/2015,110643.75,NA,MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO A 295 (DUZENTOS E NOVENTA E CINCO) PESSOAS EM SITUAÇÃO DE VULNERABILIDADE.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80677-7,12/7/2013,28/2/2014,80000,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS  RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESDUAL DE ENSINO URBANO.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80676-9,12/7/2013,31/12/2013,80000,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80675-1,12/7/2013,31/10/2015,192000,NA,MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO AOS 74 (SETENTA E QUATRO) IDOSOS QUE RESIDEM NA INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80668-8,12/7/2013,31/12/2013,8000,NA,"FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA E.E AGROTÉCNICA DO SÍTIO CAJUEIRO,EM DECORRÊNCIA DO PROGRAMA PBVEST,CONFORME PREVISTO NO PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80665-3,11/7/2013,31/1/2016,140400,NA,MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO A 105 CRIANÇAS E ADOLESCENTES NA INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80658-1,5/7/2013,25/6/2015,0,NA,"VISA O DESENVOLVIMENTO DE ATIVIDADES CONJUNTAS PARA A OPERACIONALIZAÇÃO DE PROGRAMAS DE ESTÁGIO SUPERVISIONADO,CURRICULAR,DO CURSO MINISTRADO PELA FACULDADE/ESCOLA TÉCNICA E PROPORCIONARÁ AO   ESTUDANTE   SITUAÇÕES   PROFISSIONAIS   REAIS   PARA   APLICAÇÃO,APRIMORAMENTO   E   COMPLEMENTAÇÃO   DOS   CONHECIMENTOS   ADQUIRIDOS   COMO   ELEMENTO CONSTITUTIVO DO MOVIMENTO  PERMANENTE  DE   AÇÃO/REFLEXÃO,TEORIA/PRÁTICA,TENDO  COMO  REFERÊNCIA BÁSICA A REALIDADE SOCIAL CONCRETA.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80523-1,7/6/2013,31/7/2013,100000,NA,"O PRESENTE INSTRUMENTO TEM POR OBJETO A COOPERAÇÃO TÉCNICA E FINANCEIRA,COM A CONJUGAÇÃO DE ESFORÇOS DAS PARTES,VISANDO À PROMOÇÃO DE INCENTIVOS PARA INCREMENTAR AS VENDAS DO COMÉRCIO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE,ATRAVÉS DA CAMPANHA INTITULADA DE LIQUIDA CAMPINA 2013",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80477-4,18/5/2013,30/11/2014,150000,NA,"DESTINADO A MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO A DEPENDENTES QUÍMICOS,DE ÁLCOOL E OUTRAS DROGAS,DO SEXO MASCULINO,COM FAIXA ETÁRIA DOS 18 AOS 70 ANOS,EM REGIME DE INTERNATO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80377-8,13/4/2013,31/12/2013,35838,NA,"FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA E.E.E.F.M. IZABEL RODRIGUES DE MELO,DO PROGRAMA INOVADOR EM TEMPO INTEGRAL,CONFORME PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80305-1,6/4/2013,31/12/2013,114372,NA,"FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA E.E.E.F.MÉDIO HORTÊNSIO DE SOUZA RIBEIRO,PROGRAMA DE ESCOLA EM TEMPO INTEGRAL,CFE PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80303-4,5/4/2013,31/12/2013,158760,NA,"MERENDA EEEM DR. ELPÍDIO DE ALMEIDA,CAMPINA GRANDE/PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80289-5,4/4/2013,31/12/2013,42174,NA,"MERENDA EEEFM NENZINHA CUNHA LIMA,CAMPINA GRANDE/PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80288-7,4/4/2013,31/12/2013,57420,NA,"MERENDA EEEFM SEVERINO CABRAL,CAMPINA GRANDE/PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80273-9,27/3/2013,7/3/2018,38.82,NA,"DISPONIBILIZAÇÃO DE DADOS CADASTRAIS DOS VEÍCULOS REGISTRADOS PELO DETRAN/PB A STTRANS/PB,DO MUNICÍPIO DE CAMPINA GRANDE/PB,PARA FINS DE IMPOSIÇÃO DE NOTIFICAÇÃO DE PENALIDADES E DE ARRECADAÇÃO DE MULTAS,BEM COMO PARA INCLUSÃO DAS MULTAS E PONTUAÇÕES APLICADAS PELA STTRANS NOS CADASTROS RENAVAM,RENACH E RENAINF.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80271-2,27/3/2013,25/3/2023,0,NA,"IMPLANTAÇÃO DO CAMPUS AVANÇADO DO SERROTÃO,NA PENITENCIÁRIA  REGIONAL DE CAMPINA GRANDE RAYMUNDO ASFORA,CRIADO PELA RESOLUÇÃO/UEPB/053/CONSUNI/2011 NO ÂMBITO DO SISTEMA PENITENCIÁRIO,NA CIDADE DE CAMPINA GRANDE,ESTADO DA PARAÍBA.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80208-9,15/3/2013,2/3/2017,0,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO ESTABELECER AS CONDIÇÕES INDISPENSÁVEIAS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS,PELA CONCEDENTE AOS ESTUDANTES DA CONVENENTE,REGULARMENTE MATRICULADOS,EM ESTÁGIOS SUPERVISIONADOS E COM EFETIVA FREQUENCIA NOS CURSOS DE GRADUAÇÃO DA INSTITUIÇÃO DE ENSINO. O ESTÁGIO É ENTENDIDO COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO/APRENDIZAGEM,MEDIANTE PLANO DE TRABALHO,QUE INTEGRARÁ ESTE INSTRUMENTO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
13-80035-3,15/2/2013,15/6/2013,119000,NA,ABASTECIMENTO DE ÁGUA ATRAVÉS DA CONTRATAÇÃO DE CARROS PIPAS,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80023-0,9/2/2013,30/4/2013,80000,NA,APOIO FINANCEIRO A REALIZAÇÃO DO 15º ENCONTRO PARA A CONSCIÊNCIA CRISTÃ.,NA,PB,CAMPINA GRANDE,NA,Convenio
13-80006-0,5/1/2013,31/5/2014,146915,NA,DESTINADO A MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO A CRIANÇAS E ADOLESCENTES CARENTES NO CONTRA TURNO ESCOLARE SEUS FAMILIARES.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80947-1,28/12/2012,31/12/2013,1030440,NA,"ASSISTÊNCIA EDUCACIONAL DE 277 JOVENS DE BAIXA RENDA,ATRAVÉS DE CURSOS PROFISSIONALIZANTES DE NÍVEL TÉCNICO EM ELETRÔNICA,TELECOMUNICAÇÕES,INFORMÁTICA,SEGURANÇA DO TRABALHO,AGROECOLOGIA,TRANSAÇÕES IMOBILIÁRIAS,GUIA DE TURISMO,LOGÍSTICA,ENFERMAGEM E EQUIPAMENTOS BIOMÉDICOS.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80933-1,14/12/2012,31/12/2013,221170,NA,"O PRESENTE CONVÊNIO TEM COMO OBJETO A REALIZAÇÃO DE ATENDIMENTO E ACOMPANHAMENTO EDUCACIONAL ESPECIALIZADO ÀS PESSOAS COM DEFICIÊNCIA,TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO,ALTAS HABILIDADES,SUPERDOTAÇÃO E ATEN-DIMENTO AOS TRANSTORNOS ESCOLARES ORIUNDOS DA REDE REGULAR DE ENSINO DO MUNICÍPIO DE CAMPINA GRANDE E REGIÃO,CONFORME PLANO DE TRABALHO,PARTE INTEGRANTE.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80907-1,11/12/2012,31/12/2012,7500,NA,"SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO HORTÊNCIO DE SOUSA RIBEIRO,NO MUNICÍPIO DE CAMPINA GRANDE/PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80882-2,28/11/2012,31/12/2012,444186,NA,AQUISIÇÃO DE EQUIPAMENTOS PARA MONTAGEM DE UMA CLÍNICA MÓVEL.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80872-5,22/11/2012,31/12/2012,21670,NA,"O CONVÊNIO TEM POR OBJETO CONTRIBUIR DE FORMA EFETIVA PARA UMA MELHOR QUALIDADE DE VIDA DAS CRIANÇAS E ADOLESCENTES QUE VIVEM E CONVIVEM COM HIV/AIDS DO ESTADO DA PARAÍBA,ATRAVÉS DO DESENVOLVIMENTO DE AÇÕES QUE POSSIBILITEM CRIANÇAS,ADOLESCENTES,SEUS FAMILIARES E CUIDADORES A COMPREENDER E A LIDAR COM AS SUAS PERCEPÇÕES INDIVIDUAIS E COLETIVAS,TENDO EM VISTA A SUA PARTICIPAÇÃO NA VIDA SOCIAL COMO PROTAGONISTA E ATOR TANSFORMADOR DA SUA HISTORIA.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80861-0,22/11/2012,31/12/2014,160000,NA,MANUTENÇÃO DA INSTITUIÇÃO NO ATENDIMENTO A 170 CRIANÇAS CARENTES.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80860-1,22/11/2012,31/1/2014,233998.89,NA,"REFORMA DO GALPÃO,BANHEIROS,LAVANDERIA E OUTRAS ÁREAS DA INSTITUIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80810-5,18/10/2012,2/1/2013,21670,NA,"TEM POR OBJETO DESENVOLVER AÇÕES DE INTEGRAÇÃO E VALORIZAÇÃO DAS PESSOAS VIVENDO E CONVIVENDO COM HIV/AIDS NO ESTADO DA PARAIBA,NO SENTIDO DE CONTRIBUIR PARA MELHORIA DA QUALIDADE DE VIDA DAS PVHA.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80804-1,12/10/2012,20/9/2017,0,NA,COOPERAÇÃO TÉCNICO-CIENTÍFICA E EDUCACIONAL,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80801-6,10/10/2012,31/12/2013,377559.11,NA,REFORMA DA ESCOLA CASA DO MENINO.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80777-0,14/9/2012,31/8/2016,0,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO ESTABELECER AS CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS OBRIGATÓRIOS E NÃO OBRIGATÓRIOS,PELA CONCEDENTE AOS ESTUDANTES DA CONVENENTE,REGULARMENTE MATRICULADOS EM ESTÁGIOS SUPERVISIONADOS E COM A EFETIVA FREQUENCIA NOS CURSOS DE GRADUAÇÃO DA INSTITUIÇÃO DE ENSINO.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80684-6,15/8/2012,24/7/2016,0,NA,"FORMALIZAR AS CONDIÇÕES PARA REALIZAÇÃO DE ESTÁGIO CURRICULAR OBRIGATÓRIO DE ESTUDANTES DA CONVENENTE,JUNTO A CONCEDENTE,PARA O APRIMORAMENTO PROFISSIONAL,CULTURAL E SOCIAL EM COMPLEMENTAÇÃO AO SEU CURRÍCULO ESCOLAR. O ESTÁGIO SERÁ CUMPRIDO NO ÂMBITO DA UNIDADE CONCEDENTE OBEDECENDO AS DISPOSIÇÕES ACADÊMICAS E DEVERÁ SER COMPATÍVEL COM A ÁREA DE FORMAÇÃO DO ALUNO.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80632-3,2/8/2012,31/12/2012,114696,NA,"ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO,VISANDO À SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO HORTÊNSIO DE SOUSA RIBEIRO,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80600-5,27/7/2012,25/11/2013,194627.53,NA,"CONSTITUI OBJETO DESTE CONVÊNIO O DE CONSTRUÇÃO DE COMPLEXO SANITÁRIO DOMICILIAR,PARA BENEFICIAR 33 (TRINTA E TRÊS) FAMÍLIAS.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80550-5,20/7/2012,30/9/2014,84000,NA,DESTINADO A MANUTENÇÃO DAS ATIVIDADES DE EDUCAÇÃO INCLUSIVA E ASSISTÊNCIA SOCIAL DESENVOLVIDAS JUNTO AOS ALUNOS COM DEFICIÊNCIA VISUAL NA INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80546-7,19/7/2012,11/7/2017,0,NA,CONCESSÃO DE ESTÁGIO OBRIGATÓRIO E ELETIVO,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80436-3,23/6/2012,30/8/2012,100000,NA,"O PRESENTE INSTRUMENTO TEM POR OBJETO A CONJUGAÇÃO DE ESFORÇOS,EM REGIME DE PARCERIA,VISANDO A PROMOÇÃO DE INCENTIVOS PARA INCREMENTAR AS VENDAS DO COMÉRCIO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE,ATRAVÉS DA CAMPANHA LIQUIDA CAMPINA 2012.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80373-1,14/6/2012,23/3/2013,15000,NA,VIABILIZAR RECURSOS PARA SERVIÇOS ASSISTENCIAIS EDUCACIONAIS CULTURAIS E DE SAUDE A PESSOAS COM DEFICIENCIA INTELECTTUAL E MULTIPLA E SEUS FAMILIARES DA CIDADE DE CAMPINA GRANDE E QUASE TODO COMPARTIMENTO DA BORBOREMA,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80308-1,6/6/2012,31/7/2012,108496.92,NA,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA A ORGANIZAÇÃO PAPEL MARCHÊ DE ECONOMIA SOLIDÁRIA DE ASSISTÊNCIA E APOIO AOS PNE´S ( PESSOAS COM NECESSIDADES ESPECIAIS),TAMBÉM DESIGNADO PELA SIGLA OAPNES - PAPEL MARCHÊ QUE ATENDE A CRIANÇAS E ADOLESCENTES CARENTES NO CONTRA TURNO ESCOLAR E SEUS FAMILIARES.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80257-3,2/6/2012,31/12/2012,1030440,NA,"ASSISTÊNCIA EDUCACIONAL DE 277 JOVENS CARENTES,ATRAVÉS DE CURSOS PROFISSIONALIZANTES NAS ÁREAS DE ELETRÔNICA,TELECOMUNICAÇÕES,INFORMÁTICA,GUIA DE TURISMO,ENFERMAGEM,SEGURANÇA DO TRABALHO,EQUIPAMENTOS BIOMÉDICOS,LOGÍSTICA,AGROECOLOGIA E SERVIÇOS IMOBILIÁRIOS.",NA,PB,CAMPINA GRANDE,NA,Convenio
